,ID,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,id,salary_group,nd_work_year,nd_experience_level,nd_employment_type,nd_job_title,nd_employee_residence,nd_remote_ratio,nd_company_location,nd_company_size
142,143,2021,SE,FT,Data Engineering Manager,150000,US,0,US,L,142,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.29484698103811147,0.7407863136218342,0.6182883892724929,0.9124121301096481,1.0
143,144,2021,MI,FT,Data Scientist,82500,US,100,US,S,143,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.7407863136218342,1.0,0.9124121301096481,0.0
144,145,2021,MI,FT,Data Engineer,100000,US,100,US,L,144,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,1.0
145,146,2021,SE,FT,Machine Learning Engineer,82744,BE,50,BE,M,145,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.24893239923187313,0.4168316326530612,0.0,0.5322410423452769,0.9393074166112807
146,147,2021,MI,FT,Research Scientist,62649,FR,50,FR,M,146,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2592913754313786,0.28513577097505666,0.0,0.3906883821932682,0.9393074166112807
147,148,2021,MI,FT,Data Engineer,90000,US,100,US,L,147,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,1.0
148,149,2021,SE,FT,Data Engineering Manager,153000,US,100,US,L,148,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.29484698103811147,0.7407863136218342,1.0,0.9124121301096481,1.0
149,150,2021,SE,FT,Cloud Data Engineer,160000,BR,100,US,S,149,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2984001141166843,0.25834013605442174,1.0,0.9124121301096481,0.0
150,151,2021,SE,FT,Director of Data Science,168000,JP,0,JP,S,150,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.4746478274035201,0.5078454810495627,0.6182883892724929,0.7174419109663409,0.0
151,152,2021,MI,FT,Data Scientist,150000,US,100,US,M,151,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
152,153,2021,MI,FT,Data Scientist,75774,CA,100,CA,L,152,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.47492505277973257,1.0,0.6242588490770902,1.0
153,154,2021,EN,FT,Data Scientist,13400,UA,100,UA,L,153,L,0.13396049696362416,0.0,0.5310394944273952,0.25770979347509587,0.04795918367346939,1.0,0.06123778501628664,1.0
154,155,2021,SE,FT,Data Science Manager,144000,US,100,US,L,154,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.3826900505767147,0.7407863136218342,1.0,0.9124121301096481,1.0
155,156,2021,SE,FT,Data Science Engineer,127221,CA,50,CA,L,155,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.17616596303053203,0.47492505277973257,0.0,0.6242588490770902,1.0
156,157,2021,MI,FT,Data Scientist,119059,SG,100,IL,M,156,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.5111045918367347,1.0,0.7495700325732899,0.9393074166112807
157,158,2021,MI,FT,Applied Machine Learning Scientist,423000,US,50,US,L,157,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.3419990690481017,0.7407863136218342,0.0,0.9124121301096481,1.0
158,159,2021,SE,FT,Data Analytics Manager,120000,US,100,US,M,158,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.30462469303434186,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
159,160,2021,EN,FT,Machine Learning Engineer,125000,US,100,US,S,159,M,0.13396049696362416,0.0,0.5310394944273952,0.24893239923187313,0.7407863136218342,1.0,0.9124121301096481,0.0
160,161,2021,EX,FT,Head of Data,230000,RU,50,RU,L,160,H,0.13396049696362416,1.0,0.5310394944273952,0.387279993793654,0.5191326530612245,0.0,1.0,1.0
161,162,2021,EX,FT,Head of Data Science,85000,RU,0,RU,M,161,M,0.13396049696362416,1.0,0.5310394944273952,0.35363596777705203,0.5191326530612245,0.6182883892724929,1.0,0.9393074166112807
162,163,2021,MI,FT,Data Engineer,28369,MT,50,MT,L,162,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.12433163265306123,0.0,0.1587557003257329,1.0
163,164,2021,EN,FT,Data Science Consultant,63831,DE,50,DE,L,163,L,0.13396049696362416,0.0,0.5310394944273952,0.16019308314179823,0.41730038265306124,0.0,0.5079042103993244,1.0
164,165,2021,EX,FT,Director of Data Science,130026,DE,50,DE,M,164,H,0.13396049696362416,1.0,0.5310394944273952,0.4746478274035201,0.41730038265306124,0.0,0.5079042103993244,0.9393074166112807
165,166,2021,SE,FT,Data Specialist,165000,US,100,US,L,165,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.3993858720541754,0.7407863136218342,1.0,0.9124121301096481,1.0
166,167,2021,EN,FT,Data Engineer,80000,US,100,US,L,166,M,0.13396049696362416,0.0,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,1.0
167,168,2021,EX,FT,Director of Data Science,250000,US,0,US,L,167,H,0.13396049696362416,1.0,0.5310394944273952,0.4746478274035201,0.7407863136218342,0.6182883892724929,0.9124121301096481,1.0
168,169,2021,EN,FT,BI Data Analyst,55000,US,50,US,S,168,L,0.13396049696362416,0.0,0.5310394944273952,0.17354286424535756,0.7407863136218342,0.0,0.9124121301096481,0.0
169,170,2021,MI,FT,Data Architect,150000,US,100,US,L,169,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.4316035873953845,0.7407863136218342,1.0,0.9124121301096481,1.0
170,171,2021,MI,FT,Data Architect,170000,US,100,US,L,170,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.4316035873953845,0.7407863136218342,1.0,0.9124121301096481,1.0
171,172,2021,MI,FT,Data Engineer,82528,GB,100,GB,L,171,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.39491407699443415,1.0,0.5054269873172085,1.0
172,173,2021,EN,FT,Data Analyst,60000,US,100,US,S,172,L,0.13396049696362416,0.0,0.5310394944273952,0.2189340146691745,0.7407863136218342,1.0,0.9124121301096481,0.0
173,174,2021,SE,FT,Principal Data Scientist,235000,US,100,US,L,173,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.5251205071471294,0.7407863136218342,1.0,0.9124121301096481,1.0
174,175,2021,SE,FT,Research Scientist,60757,PT,50,PT,L,174,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2592913754313786,0.1982780612244898,0.0,0.2853013029315961,1.0
175,176,2021,SE,FT,Data Engineering Manager,174000,US,100,US,L,175,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.29484698103811147,0.7407863136218342,1.0,0.9124121301096481,1.0
176,177,2021,MI,FT,Data Scientist,2859,MX,0,MX,S,176,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.07237244897959183,0.6182883892724929,0.18321389793702497,0.0
177,178,2021,MI,FT,Data Scientist,40038,CL,100,CL,L,177,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.18386734693877552,1.0,0.23477524429967428,1.0
178,179,2021,EN,FT,Machine Learning Engineer,81000,US,50,US,S,178,M,0.13396049696362416,0.0,0.5310394944273952,0.24893239923187313,0.7407863136218342,0.0,0.9124121301096481,0.0
179,180,2021,MI,FT,Data Scientist,5679,IN,100,US,S,179,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.17001190476190478,1.0,0.9124121301096481,0.0
180,181,2021,MI,FT,Big Data Engineer,22611,IN,0,IN,L,180,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.11653165361582218,0.17001190476190478,0.6182883892724929,0.16014169381107493,1.0
181,182,2021,MI,FT,Data Scientist,90734,DE,50,DE,L,181,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.41730038265306124,0.0,0.5079042103993244,1.0
182,183,2021,MI,FT,Data Engineer,26005,RO,0,US,L,182,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.24193367346938777,0.6182883892724929,0.9124121301096481,1.0
183,184,2021,SE,FT,Finance Data Analyst,61896,GB,50,GB,L,183,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.14136204268864913,0.39491407699443415,0.0,0.5054269873172085,1.0
184,185,2021,MI,FL,Machine Learning Scientist,12000,PK,50,PK,M,184,L,0.13396049696362416,0.19158975187097918,0.0985416274764116,0.38290026552149575,0.11970833333333333,0.0,0.06080347448425625,0.9393074166112807
185,186,2021,MI,FT,Data Engineer,4000,IR,100,IR,M,185,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.0,1.0,0.0,0.9393074166112807
186,187,2021,SE,FT,Data Analytics Engineer,50000,VN,100,GB,M,186,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.14862759671764378,0.13673469387755102,1.0,0.5054269873172085,0.9393074166112807
187,188,2021,EX,FT,Data Science Consultant,69741,FR,100,ES,S,187,L,0.13396049696362416,1.0,0.5310394944273952,0.16019308314179823,0.28513577097505666,1.0,0.3196100511865984,0.0
188,189,2021,SE,FT,Data Engineer,76833,RO,50,GB,S,188,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2685646073109755,0.24193367346938777,0.0,0.5054269873172085,0.0
189,190,2021,MI,FT,Machine Learning Engineer,74000,JP,50,JP,S,189,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.24893239923187313,0.5078454810495627,0.0,0.7174419109663409,0.0
190,191,2021,SE,FT,Data Science Manager,152000,US,100,FR,L,190,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.3826900505767147,0.7407863136218342,1.0,0.3906883821932682,1.0
191,192,2021,EN,FT,Machine Learning Engineer,21844,CO,50,CO,M,191,L,0.13396049696362416,0.0,0.5310394944273952,0.24893239923187313,0.09104081632653062,0.0,0.11624755700325733,0.9393074166112807
192,193,2021,MI,FT,Big Data Engineer,18000,MD,0,MD,S,192,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.11653165361582218,0.07142857142857142,0.6182883892724929,0.09120521172638436,0.0
193,194,2021,SE,FT,Data Science Manager,174000,US,100,US,L,193,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.3826900505767147,0.7407863136218342,1.0,0.9124121301096481,1.0
194,195,2021,SE,FT,Research Scientist,96113,CA,50,CA,L,194,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2592913754313786,0.47492505277973257,0.0,0.6242588490770902,1.0
195,196,2021,MI,FT,Data Scientist,147000,US,50,US,L,195,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.7407863136218342,0.0,0.9124121301096481,1.0
196,197,2021,EN,FT,BI Data Analyst,9272,KE,100,KE,S,196,L,0.13396049696362416,0.0,0.5310394944273952,0.17354286424535756,0.026897959183673468,1.0,0.03434527687296417,0.0
197,198,2021,SE,FT,Machine Learning Engineer,24342,IN,100,IN,L,197,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.24893239923187313,0.17001190476190478,1.0,0.16014169381107493,1.0
198,199,2021,SE,FT,Data Science Manager,54094,IN,50,US,L,198,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.3826900505767147,0.17001190476190478,0.0,0.9124121301096481,1.0
199,200,2021,EN,FT,Data Science Consultant,90000,US,100,US,S,199,M,0.13396049696362416,0.0,0.5310394944273952,0.16019308314179823,0.7407863136218342,1.0,0.9124121301096481,0.0
200,201,2021,MI,FT,Data Scientist,61467,DE,50,AT,M,200,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.41730038265306124,0.0,0.44899511400651465,0.9393074166112807
201,202,2021,SE,FT,Machine Learning Infrastructure Engineer,195000,US,100,US,M,201,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.23958497563758943,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
202,203,2021,MI,FT,Data Scientist,37825,ES,100,ES,L,202,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.2734357142857143,1.0,0.3196100511865984,1.0
203,204,2021,SE,FT,Research Scientist,50000,FR,100,US,S,203,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2592913754313786,0.28513577097505666,1.0,0.9124121301096481,0.0
204,205,2021,MI,FT,Data Scientist,160000,US,100,US,L,204,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.7407863136218342,1.0,0.9124121301096481,1.0
205,206,2021,MI,FT,Data Scientist,12901,BR,0,BR,S,205,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.25834013605442174,0.6182883892724929,0.0951313789359392,0.0
206,207,2021,SE,FT,Machine Learning Engineer,200000,US,100,US,L,206,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.24893239923187313,0.7407863136218342,1.0,0.9124121301096481,1.0
207,208,2021,SE,FT,Data Engineer,165000,US,0,US,M,207,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2685646073109755,0.7407863136218342,0.6182883892724929,0.9124121301096481,0.9393074166112807
208,209,2021,MI,FL,Data Engineer,20000,IT,0,US,L,208,L,0.13396049696362416,0.19158975187097918,0.0985416274764116,0.2685646073109755,0.2938775510204082,0.6182883892724929,0.9124121301096481,1.0
209,210,2021,SE,FT,Data Analytics Manager,120000,US,0,US,L,209,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.30462469303434186,0.7407863136218342,0.6182883892724929,0.9124121301096481,1.0
210,211,2021,MI,FT,Machine Learning Engineer,24823,SI,50,SI,L,210,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.24893239923187313,0.3052602040816327,0.0,0.3897785016286645,1.0
211,212,2021,MI,FT,Research Scientist,56738,FR,50,FR,S,211,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2592913754313786,0.28513577097505666,0.0,0.3906883821932682,0.0
212,213,2021,MI,FT,Data Engineer,66022,HK,50,GB,S,212,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.3164387755102041,0.0,0.5054269873172085,0.0
213,214,2021,EN,FT,Big Data Engineer,5882,IN,0,CH,L,213,L,0.13396049696362416,0.0,0.5310394944273952,0.11653165361582218,0.17001190476190478,0.6182883892724929,0.39162214983713356,1.0
214,215,2021,EN,FT,Machine Learning Engineer,24823,DE,50,DE,M,214,L,0.13396049696362416,0.0,0.5310394944273952,0.24893239923187313,0.41730038265306124,0.0,0.5079042103993244,0.9393074166112807
215,216,2021,SE,FT,Principal Data Engineer,185000,US,100,US,L,215,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.8081371535728615,0.7407863136218342,1.0,0.9124121301096481,1.0
216,217,2021,EN,PT,Computer Vision Engineer,28609,DK,50,DK,S,216,L,0.13396049696362416,0.0,0.0,0.09762565556614973,0.16965561224489795,0.0,0.3282497285559175,0.0
217,218,2021,MI,FT,Data Scientist,90734,DE,50,DE,L,217,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.41730038265306124,0.0,0.5079042103993244,1.0
218,219,2021,MI,FT,Machine Learning Engineer,88654,BE,100,BE,M,218,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.24893239923187313,0.4168316326530612,1.0,0.5322410423452769,0.9393074166112807
219,220,2021,SE,FT,Data Analytics Manager,140000,US,100,US,L,219,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.30462469303434186,0.7407863136218342,1.0,0.9124121301096481,1.0
220,221,2021,MI,FT,Machine Learning Engineer,46597,PL,100,PL,L,220,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.24893239923187313,0.26621173469387754,1.0,0.40444625407166124,1.0
221,222,2021,MI,FT,Data Scientist,116914,GB,50,GB,L,221,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.39491407699443415,0.0,0.5054269873172085,1.0
222,223,2021,MI,FT,Data Scientist,33808,IN,0,IN,M,222,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.17001190476190478,0.6182883892724929,0.16014169381107493,0.9393074166112807
223,224,2021,MI,FT,Data Scientist,56256,GB,50,GB,L,223,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.39491407699443415,0.0,0.5054269873172085,1.0
224,225,2021,SE,FT,Machine Learning Scientist,225000,US,100,CA,L,224,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.38290026552149575,0.7407863136218342,1.0,0.6242588490770902,1.0
225,226,2021,EX,CT,Principal Data Scientist,416000,US,100,US,S,225,H,0.13396049696362416,1.0,1.0,0.5251205071471294,0.7407863136218342,1.0,0.9124121301096481,0.0
226,227,2021,SE,FT,Data Scientist,87738,CA,100,CA,S,226,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.25770979347509587,0.47492505277973257,1.0,0.6242588490770902,0.0
227,228,2021,MI,FT,Data Scientist,88654,DE,50,DE,L,227,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.41730038265306124,0.0,0.5079042103993244,1.0
228,229,2021,SE,FT,Data Scientist,135000,US,0,US,L,228,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.25770979347509587,0.7407863136218342,0.6182883892724929,0.9124121301096481,1.0
229,230,2021,SE,FT,Data Analyst,71786,CA,100,CA,M,229,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2189340146691745,0.47492505277973257,1.0,0.6242588490770902,0.9393074166112807
230,231,2021,EN,FT,Big Data Engineer,16228,IN,100,IN,L,230,L,0.13396049696362416,0.0,0.5310394944273952,0.11653165361582218,0.17001190476190478,1.0,0.16014169381107493,1.0
231,232,2021,SE,FT,ML Engineer,256000,US,100,US,S,231,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2805243361336967,0.7407863136218342,1.0,0.9124121301096481,0.0
232,233,2021,SE,FT,Director of Data Engineering,200000,US,100,US,L,232,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.37870973069964037,0.7407863136218342,1.0,0.9124121301096481,1.0
233,234,2021,SE,FT,Data Analyst,200000,US,100,US,L,233,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2189340146691745,0.7407863136218342,1.0,0.9124121301096481,1.0
234,235,2021,MI,FT,Data Architect,180000,US,100,US,L,234,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.4316035873953845,0.7407863136218342,1.0,0.9124121301096481,1.0
235,236,2021,MI,FT,Head of Data Science,110000,US,0,US,S,235,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.35363596777705203,0.7407863136218342,0.6182883892724929,0.9124121301096481,0.0
236,237,2021,MI,FT,Research Scientist,63810,CA,100,CA,M,236,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2592913754313786,0.47492505277973257,1.0,0.6242588490770902,0.9393074166112807
237,238,2021,MI,FT,Data Scientist,46809,ES,100,ES,M,237,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.2734357142857143,1.0,0.3196100511865984,0.9393074166112807
238,239,2021,EN,FT,Data Scientist,4000,VN,0,VN,M,238,L,0.13396049696362416,0.0,0.5310394944273952,0.25770979347509587,0.13673469387755102,0.6182883892724929,0.0,0.9393074166112807
239,240,2021,EN,FT,Data Engineer,21637,IN,50,IN,M,239,L,0.13396049696362416,0.0,0.5310394944273952,0.2685646073109755,0.17001190476190478,0.0,0.16014169381107493,0.9393074166112807
240,241,2021,SE,FT,Data Scientist,103691,CA,100,CA,L,240,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.25770979347509587,0.47492505277973257,1.0,0.6242588490770902,1.0
241,242,2021,MI,FT,Data Analyst,80000,US,100,US,L,241,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2189340146691745,0.7407863136218342,1.0,0.9124121301096481,1.0
242,243,2021,MI,FT,Data Engineer,110000,US,100,US,L,242,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,1.0
243,244,2021,SE,FT,Data Scientist,165000,US,100,US,L,243,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.25770979347509587,0.7407863136218342,1.0,0.9124121301096481,1.0
244,245,2021,EN,FT,AI Scientist,18053,IN,100,AS,S,244,L,0.13396049696362416,0.0,0.5310394944273952,0.15197181975713026,0.17001190476190478,1.0,0.09155048859934853,0.0
245,246,2021,MI,FT,Data Engineer,72212,GB,50,GB,L,245,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.39491407699443415,0.0,0.5054269873172085,1.0
246,247,2021,EN,FT,Data Scientist,36643,FR,50,FR,L,246,L,0.13396049696362416,0.0,0.5310394944273952,0.25770979347509587,0.28513577097505666,0.0,0.3906883821932682,1.0
247,248,2021,MI,FT,Data Engineer,12103,TR,0,TR,M,247,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.08212585034013606,0.6182883892724929,0.10486427795874051,0.9393074166112807
248,249,2021,SE,FT,Data Engineer,96282,GB,50,GB,L,248,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2685646073109755,0.39491407699443415,0.0,0.5054269873172085,1.0
249,250,2021,SE,FT,Principal Data Analyst,170000,US,100,US,M,249,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.29302712023043564,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
250,251,2021,MI,FT,Data Scientist,115000,US,50,US,L,250,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.7407863136218342,0.0,0.9124121301096481,1.0
251,252,2021,EN,FT,Data Scientist,90000,US,100,US,S,251,M,0.13396049696362416,0.0,0.5310394944273952,0.25770979347509587,0.7407863136218342,1.0,0.9124121301096481,0.0
252,253,2021,EX,FT,Principal Data Engineer,600000,US,100,US,L,252,H,0.13396049696362416,1.0,0.5310394944273952,0.8081371535728615,0.7407863136218342,1.0,0.9124121301096481,1.0
253,254,2021,EN,FT,Data Scientist,28399,IN,100,IN,M,253,L,0.13396049696362416,0.0,0.5310394944273952,0.25770979347509587,0.17001190476190478,1.0,0.16014169381107493,0.9393074166112807
254,255,2021,MI,FT,Data Analyst,93000,US,100,US,L,254,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2189340146691745,0.7407863136218342,1.0,0.9124121301096481,1.0
255,256,2021,SE,FT,Big Data Architect,99703,CA,50,CA,M,255,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2359762857521816,0.47492505277973257,0.0,0.6242588490770902,0.9393074166112807
256,257,2021,MI,FT,Data Engineer,200000,US,100,US,L,256,H,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,1.0
257,258,2021,SE,FT,Principal Data Scientist,173762,DE,100,DE,M,257,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.5251205071471294,0.41730038265306124,1.0,0.5079042103993244,0.9393074166112807
258,259,2021,SE,FT,Machine Learning Engineer,185000,US,50,US,L,258,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.24893239923187313,0.7407863136218342,0.0,0.9124121301096481,1.0
259,260,2021,EX,FT,Director of Data Science,141846,DE,0,DE,L,259,H,0.13396049696362416,1.0,0.5310394944273952,0.4746478274035201,0.41730038265306124,0.6182883892724929,0.5079042103993244,1.0
260,261,2021,MI,FT,Data Scientist,130000,US,50,US,L,260,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.7407863136218342,0.0,0.9124121301096481,1.0
261,262,2021,SE,FT,Data Analyst,63831,DE,50,DE,L,261,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.2189340146691745,0.41730038265306124,0.0,0.5079042103993244,1.0
262,263,2021,MI,FT,Data Scientist,16904,IN,100,IN,S,262,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.17001190476190478,1.0,0.16014169381107493,0.0
263,264,2021,SE,FT,Machine Learning Engineer,66265,IN,0,IN,L,263,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.24893239923187313,0.17001190476190478,0.6182883892724929,0.16014169381107493,1.0
264,265,2021,MI,FT,Data Scientist,25532,RS,100,DE,S,264,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.25770979347509587,0.10985714285714286,1.0,0.5079042103993244,0.0
265,266,2021,SE,FT,Lead Data Engineer,160000,PR,50,US,S,265,H,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.3361324454254475,0.7959183673469388,0.0,0.9124121301096481,0.0
266,267,2021,MI,FT,Data Engineer,93150,US,0,US,M,266,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.7407863136218342,0.6182883892724929,0.9124121301096481,0.9393074166112807
267,268,2021,MI,FT,Data Engineer,111775,US,0,US,M,267,M,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.7407863136218342,0.6182883892724929,0.9124121301096481,0.9393074166112807
268,269,2021,MI,FT,Data Engineer,28016,TR,100,TR,M,268,L,0.13396049696362416,0.19158975187097918,0.5310394944273952,0.2685646073109755,0.08212585034013606,1.0,0.10486427795874051,0.9393074166112807
269,270,2021,EN,FT,Data Engineer,65013,DE,50,DE,M,269,L,0.13396049696362416,0.0,0.5310394944273952,0.2685646073109755,0.41730038265306124,0.0,0.5079042103993244,0.9393074166112807
270,271,2021,EN,FT,Data Engineer,72500,US,100,US,L,270,L,0.13396049696362416,0.0,0.5310394944273952,0.2685646073109755,0.7407863136218342,1.0,0.9124121301096481,1.0
271,272,2021,SE,FT,Computer Vision Engineer,18907,BR,0,BR,M,271,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.09762565556614973,0.25834013605442174,0.6182883892724929,0.0951313789359392,0.9393074166112807
272,273,2021,EN,FT,Data Science Consultant,76833,DE,0,DE,L,272,L,0.13396049696362416,0.0,0.5310394944273952,0.16019308314179823,0.41730038265306124,0.6182883892724929,0.5079042103993244,1.0
273,274,2021,EN,FT,Machine Learning Engineer,85000,NL,100,DE,S,273,M,0.13396049696362416,0.0,0.5310394944273952,0.24893239923187313,0.29059489795918364,1.0,0.5079042103993244,0.0
274,275,2021,SE,FT,Data Scientist,77684,FR,50,FR,M,274,M,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.25770979347509587,0.28513577097505666,0.0,0.3906883821932682,0.9393074166112807
275,276,2021,EN,FT,Data Scientist,100000,US,100,US,M,275,M,0.13396049696362416,0.0,0.5310394944273952,0.25770979347509587,0.7407863136218342,1.0,0.9124121301096481,0.9393074166112807
276,277,2021,EN,FT,Data Scientist,58000,US,50,US,L,276,L,0.13396049696362416,0.0,0.5310394944273952,0.25770979347509587,0.7407863136218342,0.0,0.9124121301096481,1.0
277,278,2021,SE,FT,AI Scientist,55000,ES,100,ES,L,277,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.15197181975713026,0.2734357142857143,1.0,0.3196100511865984,1.0
278,279,2021,SE,FT,Data Scientist,20171,TR,50,TR,L,278,L,0.13396049696362416,0.5587999258288353,0.5310394944273952,0.25770979347509587,0.08212585034013606,0.0,0.10486427795874051,1.0
279,280,2021,EN,FT,Business Data Analyst,59102,LU,100,LU,L,279,L,0.13396049696362416,0.0,0.5310394944273952,0.17838790162941606,0.2811326530612245,1.0,0.26021281216069486,1.0
