,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,company_location,company_size,id,salary_group
342,342,2022,EX,FT,Head of Data Science,224000,USD,US,100,US,M,342,H
343,343,2022,EX,FT,Head of Data Science,167875,USD,US,100,US,M,343,H
344,344,2022,EX,FT,Analytics Engineer,175000,USD,US,100,US,M,344,H
345,345,2022,SE,FT,Data Engineer,156600,USD,US,100,US,M,345,H
346,346,2022,SE,FT,Data Engineer,108800,USD,US,0,US,M,346,M
347,347,2022,SE,FT,Data Scientist,95550,USD,US,0,US,M,347,M
348,348,2022,SE,FT,Data Engineer,113000,USD,US,0,US,L,348,M
349,349,2022,SE,FT,Data Analyst,135000,USD,US,100,US,M,349,H
350,350,2022,SE,FT,Data Science Manager,161342,USD,US,100,US,M,350,H
351,351,2022,SE,FT,Data Science Manager,137141,USD,US,100,US,M,351,H
352,352,2022,SE,FT,Data Scientist,167000,USD,US,100,US,M,352,H
353,353,2022,SE,FT,Data Scientist,123000,USD,US,100,US,M,353,M
354,354,2022,SE,FT,Data Engineer,60000,GBP,GB,0,GB,M,354,M
355,355,2022,SE,FT,Data Engineer,50000,GBP,GB,0,GB,M,355,L
356,356,2022,SE,FT,Data Scientist,150000,USD,US,0,US,M,356,H
357,357,2022,SE,FT,Data Scientist,211500,USD,US,100,US,M,357,H
358,358,2022,SE,FT,Data Architect,192400,USD,CA,100,CA,M,358,H
359,359,2022,SE,FT,Data Architect,90700,USD,CA,100,CA,M,359,M
360,360,2022,SE,FT,Data Analyst,130000,USD,CA,100,CA,M,360,M
361,361,2022,SE,FT,Data Analyst,61300,USD,CA,100,CA,M,361,L
362,362,2022,SE,FT,Data Analyst,130000,USD,CA,100,CA,M,362,M
363,363,2022,SE,FT,Data Analyst,61300,USD,CA,100,CA,M,363,L
364,364,2022,SE,FT,Data Engineer,160000,USD,US,0,US,L,364,H
365,365,2022,SE,FT,Data Scientist,138600,USD,US,100,US,M,365,H
366,366,2022,SE,FT,Data Engineer,136000,USD,US,0,US,M,366,H
367,367,2022,MI,FT,Data Analyst,58000,USD,US,0,US,S,367,L
368,368,2022,EX,FT,Analytics Engineer,135000,USD,US,100,US,M,368,H
369,369,2022,SE,FT,Data Scientist,170000,USD,US,100,US,M,369,H
370,370,2022,SE,FT,Data Scientist,123000,USD,US,100,US,M,370,M
371,371,2022,SE,FT,Machine Learning Engineer,189650,USD,US,0,US,M,371,H
372,372,2022,SE,FT,Machine Learning Engineer,164996,USD,US,0,US,M,372,H
373,373,2022,MI,FT,ETL Developer,50000,EUR,GR,0,GR,M,373,L
374,374,2022,MI,FT,ETL Developer,50000,EUR,GR,0,GR,M,374,L
375,375,2022,EX,FT,Lead Data Engineer,150000,CAD,CA,100,CA,S,375,M
376,376,2022,SE,FT,Data Analyst,132000,USD,US,0,US,M,376,H
377,377,2022,SE,FT,Data Engineer,165400,USD,US,100,US,M,377,H
378,378,2022,SE,FT,Data Architect,208775,USD,US,100,US,M,378,H
379,379,2022,SE,FT,Data Architect,147800,USD,US,100,US,M,379,H
380,380,2022,SE,FT,Data Engineer,136994,USD,US,100,US,M,380,H
381,381,2022,SE,FT,Data Engineer,101570,USD,US,100,US,M,381,M
382,382,2022,SE,FT,Data Analyst,128875,USD,US,100,US,M,382,M
383,383,2022,SE,FT,Data Analyst,93700,USD,US,100,US,M,383,M
384,384,2022,EX,FT,Head of Machine Learning,6000000,INR,IN,50,IN,L,384,M
385,385,2022,SE,FT,Data Engineer,132320,USD,US,100,US,M,385,H
386,386,2022,EN,FT,Machine Learning Engineer,28500,GBP,GB,100,GB,L,386,L
387,387,2022,SE,FT,Data Analyst,164000,USD,US,0,US,M,387,H
388,388,2022,SE,FT,Data Engineer,155000,USD,US,100,US,M,388,H
389,389,2022,MI,FT,Machine Learning Engineer,95000,GBP,GB,0,GB,M,389,M
390,390,2022,MI,FT,Machine Learning Engineer,75000,GBP,GB,0,GB,M,390,M
391,391,2022,MI,FT,AI Scientist,120000,USD,US,0,US,M,391,M
392,392,2022,SE,FT,Data Analyst,112900,USD,US,100,US,M,392,M
393,393,2022,SE,FT,Data Analyst,90320,USD,US,100,US,M,393,M
394,394,2022,SE,FT,Data Analytics Manager,145000,USD,US,100,US,M,394,H
395,395,2022,SE,FT,Data Analytics Manager,105400,USD,US,100,US,M,395,M
396,396,2022,MI,FT,Machine Learning Engineer,80000,EUR,FR,100,DE,M,396,M
397,397,2022,MI,FT,Data Engineer,90000,GBP,GB,0,GB,M,397,M
398,398,2022,SE,FT,Data Scientist,215300,USD,US,100,US,L,398,H
399,399,2022,SE,FT,Data Scientist,158200,USD,US,100,US,L,399,H
400,400,2022,SE,FT,Data Engineer,209100,USD,US,100,US,L,400,H
401,401,2022,SE,FT,Data Engineer,154600,USD,US,100,US,L,401,H
402,402,2022,SE,FT,Data Analyst,115934,USD,US,0,US,M,402,M
403,403,2022,SE,FT,Data Analyst,81666,USD,US,0,US,M,403,M
404,404,2022,SE,FT,Data Engineer,175000,USD,US,100,US,M,404,H
405,405,2022,MI,FT,Data Engineer,75000,GBP,GB,0,GB,M,405,M
406,406,2022,MI,FT,Data Analyst,58000,USD,US,0,US,S,406,L
407,407,2022,SE,FT,Data Engineer,183600,USD,US,100,US,L,407,H
408,408,2022,MI,FT,Data Analyst,40000,GBP,GB,100,GB,M,408,L
409,409,2022,SE,FT,Data Scientist,180000,USD,US,100,US,M,409,H
410,410,2022,MI,FT,Data Scientist,55000,GBP,GB,0,GB,M,410,L
411,411,2022,MI,FT,Data Scientist,35000,GBP,GB,0,GB,M,411,L
412,412,2022,MI,FT,Data Engineer,60000,EUR,GR,100,GR,M,412,L
413,413,2022,MI,FT,Data Engineer,45000,EUR,GR,100,GR,M,413,L
414,414,2022,MI,FT,Data Engineer,60000,GBP,GB,100,GB,M,414,M
415,415,2022,MI,FT,Data Engineer,45000,GBP,GB,100,GB,M,415,L
416,416,2022,SE,FT,Data Scientist,260000,USD,US,100,US,M,416,H
417,417,2022,SE,FT,Data Science Engineer,60000,USD,AR,100,MX,L,417,L
418,418,2022,MI,FT,Data Engineer,63900,USD,US,0,US,M,418,L
419,419,2022,MI,FT,Machine Learning Scientist,160000,USD,US,100,US,L,419,H
420,420,2022,MI,FT,Machine Learning Scientist,112300,USD,US,100,US,L,420,M
421,421,2022,MI,FT,Data Science Manager,241000,USD,US,100,US,M,421,H
422,422,2022,MI,FT,Data Science Manager,159000,USD,US,100,US,M,422,H
423,423,2022,SE,FT,Data Scientist,180000,USD,US,0,US,M,423,H
424,424,2022,SE,FT,Data Scientist,80000,USD,US,0,US,M,424,M
425,425,2022,MI,FT,Data Engineer,82900,USD,US,0,US,M,425,M
426,426,2022,SE,FT,Data Engineer,100800,USD,US,100,US,L,426,M
427,427,2022,MI,FT,Data Engineer,45000,EUR,ES,100,ES,M,427,L
428,428,2022,SE,FT,Data Scientist,140400,USD,US,0,US,L,428,H
429,429,2022,MI,FT,Data Analyst,30000,GBP,GB,100,GB,M,429,L
430,430,2022,MI,FT,Data Analyst,40000,EUR,ES,100,ES,M,430,L
431,431,2022,MI,FT,Data Analyst,30000,EUR,ES,100,ES,M,431,L
432,432,2022,MI,FT,Data Engineer,80000,EUR,ES,100,ES,M,432,M
433,433,2022,MI,FT,Data Engineer,70000,EUR,ES,100,ES,M,433,M
434,434,2022,MI,FT,Data Engineer,80000,GBP,GB,100,GB,M,434,M
435,435,2022,MI,FT,Data Engineer,70000,GBP,GB,100,GB,M,435,M
436,436,2022,MI,FT,Data Engineer,60000,EUR,ES,100,ES,M,436,L
437,437,2022,MI,FT,Data Engineer,80000,EUR,GR,100,GR,M,437,M
438,438,2022,SE,FT,Machine Learning Engineer,189650,USD,US,0,US,M,438,H
439,439,2022,SE,FT,Machine Learning Engineer,164996,USD,US,0,US,M,439,H
440,440,2022,MI,FT,Data Analyst,40000,EUR,GR,100,GR,M,440,L
441,441,2022,MI,FT,Data Analyst,30000,EUR,GR,100,GR,M,441,L
442,442,2022,MI,FT,Data Engineer,75000,GBP,GB,100,GB,M,442,M
443,443,2022,MI,FT,Data Engineer,60000,GBP,GB,100,GB,M,443,M
444,444,2022,SE,FT,Data Scientist,215300,USD,US,0,US,L,444,H
445,445,2022,MI,FT,Data Engineer,70000,EUR,GR,100,GR,M,445,M
446,446,2022,SE,FT,Data Engineer,209100,USD,US,100,US,L,446,H
447,447,2022,SE,FT,Data Engineer,154600,USD,US,100,US,L,447,H
448,448,2022,SE,FT,Data Engineer,180000,USD,US,100,US,M,448,H
449,449,2022,EN,FT,ML Engineer,20000,EUR,PT,100,PT,L,449,L
450,450,2022,SE,FT,Data Engineer,80000,USD,US,100,US,M,450,M
451,451,2022,MI,FT,Machine Learning Developer,100000,CAD,CA,100,CA,M,451,M
452,452,2022,EX,FT,Director of Data Science,250000,CAD,CA,50,CA,L,452,H
453,453,2022,MI,FT,Machine Learning Engineer,120000,USD,US,100,US,S,453,M
454,454,2022,EN,FT,Computer Vision Engineer,125000,USD,US,0,US,M,454,M
455,455,2022,MI,FT,NLP Engineer,240000,CNY,US,50,US,L,455,L
456,456,2022,SE,FT,Data Engineer,105000,USD,US,100,US,M,456,M
457,457,2022,SE,FT,Lead Machine Learning Engineer,80000,EUR,DE,0,DE,M,457,M
458,458,2022,MI,FT,Business Data Analyst,1400000,INR,IN,100,IN,M,458,L
459,459,2022,MI,FT,Data Scientist,2400000,INR,IN,100,IN,L,459,L
460,460,2022,MI,FT,Machine Learning Infrastructure Engineer,53000,EUR,PT,50,PT,L,460,L
461,461,2022,EN,FT,Financial Data Analyst,100000,USD,US,50,US,L,461,M
462,462,2022,MI,PT,Data Engineer,50000,EUR,DE,50,DE,L,462,L
463,463,2022,EN,FT,Data Scientist,1400000,INR,IN,100,IN,M,463,L
464,464,2022,SE,FT,Principal Data Scientist,148000,EUR,DE,100,DE,M,464,H
465,465,2022,EN,FT,Data Engineer,120000,USD,US,100,US,M,465,M
466,466,2022,SE,FT,Research Scientist,144000,USD,US,50,US,L,466,H
467,467,2022,SE,FT,Data Scientist,104890,USD,US,100,US,M,467,M
468,468,2022,SE,FT,Data Engineer,100000,USD,US,100,US,M,468,M
469,469,2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,469,H
470,470,2022,MI,FT,Data Analyst,135000,USD,US,100,US,M,470,H
471,471,2022,MI,FT,Data Analyst,50000,USD,US,100,US,M,471,L
472,472,2022,SE,FT,Data Scientist,220000,USD,US,100,US,M,472,H
473,473,2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,473,H
474,474,2022,MI,FT,Data Scientist,140000,GBP,GB,0,GB,M,474,H
475,475,2022,MI,FT,Data Scientist,70000,GBP,GB,0,GB,M,475,M
476,476,2022,SE,FT,Data Scientist,185100,USD,US,100,US,M,476,H
477,477,2022,SE,FT,Machine Learning Engineer,220000,USD,US,100,US,M,477,H
478,478,2022,MI,FT,Data Scientist,200000,USD,US,100,US,M,478,H
479,479,2022,MI,FT,Data Scientist,120000,USD,US,100,US,M,479,M
480,480,2022,SE,FT,Machine Learning Engineer,120000,USD,AE,100,AE,S,480,M
481,481,2022,SE,FT,Machine Learning Engineer,65000,USD,AE,100,AE,S,481,L
482,482,2022,EX,FT,Data Engineer,324000,USD,US,100,US,M,482,H
483,483,2022,EX,FT,Data Engineer,216000,USD,US,100,US,M,483,H
484,484,2022,SE,FT,Data Engineer,210000,USD,US,100,US,M,484,H
485,485,2022,SE,FT,Machine Learning Engineer,120000,USD,US,100,US,M,485,M
486,486,2022,SE,FT,Data Scientist,230000,USD,US,100,US,M,486,H
487,487,2022,EN,PT,Data Scientist,100000,USD,DZ,50,DZ,M,487,M
488,488,2022,MI,FL,Data Scientist,100000,USD,CA,100,US,M,488,M
489,489,2022,EN,CT,Applied Machine Learning Scientist,29000,EUR,TN,100,CZ,M,489,L
490,490,2022,SE,FT,Head of Data,200000,USD,MY,100,US,M,490,H
491,491,2022,MI,FT,Principal Data Analyst,75000,USD,CA,100,CA,S,491,L
492,492,2022,MI,FT,Data Scientist,150000,PLN,PL,100,PL,L,492,L
493,493,2022,SE,FT,Machine Learning Developer,100000,CAD,CA,100,CA,M,493,M
494,494,2022,SE,FT,Data Scientist,100000,USD,BR,100,US,M,494,M
495,495,2022,MI,FT,Machine Learning Scientist,153000,USD,US,50,US,M,495,H
496,496,2022,EN,FT,Data Engineer,52800,EUR,PK,100,DE,M,496,L
497,497,2022,SE,FT,Data Scientist,165000,USD,US,100,US,M,497,H
498,498,2022,SE,FT,Research Scientist,85000,EUR,FR,50,FR,L,498,M
499,499,2022,EN,FT,Data Scientist,66500,CAD,CA,100,CA,L,499,L
500,500,2022,SE,FT,Machine Learning Engineer,57000,EUR,NL,100,NL,L,500,L
501,501,2022,MI,FT,Head of Data,30000,EUR,EE,100,EE,S,501,L
502,502,2022,EN,FT,Data Scientist,40000,USD,JP,100,MY,L,502,L
503,503,2022,MI,FT,Machine Learning Engineer,121000,AUD,AU,100,AU,L,503,M
504,504,2022,SE,FT,Data Engineer,115000,USD,US,100,US,M,504,M
505,505,2022,EN,FT,Data Scientist,120000,AUD,AU,50,AU,M,505,M
506,506,2022,MI,FT,Applied Machine Learning Scientist,75000,USD,BO,100,US,L,506,L
507,507,2022,MI,FT,Research Scientist,59000,EUR,AT,0,AT,L,507,L
508,508,2022,EN,FT,Research Scientist,120000,USD,US,100,US,L,508,M
509,509,2022,MI,FT,Applied Data Scientist,157000,USD,US,100,US,L,509,H
510,510,2022,EN,FT,Computer Vision Software Engineer,150000,USD,AU,100,AU,S,510,H
511,511,2022,MI,FT,Business Data Analyst,90000,CAD,CA,50,CA,L,511,L
512,512,2022,EN,FT,Data Engineer,65000,USD,US,100,US,S,512,L
513,513,2022,SE,FT,Machine Learning Engineer,65000,EUR,IE,100,IE,S,513,L
514,514,2022,EN,FT,Data Analytics Engineer,20000,USD,PK,0,PK,M,514,L
515,515,2022,MI,FT,Data Scientist,48000,USD,RU,100,US,S,515,L
516,516,2022,SE,FT,Data Science Manager,152500,USD,US,100,US,M,516,H
517,517,2022,MI,FT,Data Engineer,62000,EUR,FR,100,FR,M,517,L
518,518,2022,MI,FT,Data Scientist,115000,CHF,CH,0,CH,L,518,M
519,519,2022,SE,FT,Applied Data Scientist,380000,USD,US,100,US,L,519,H
520,520,2022,MI,FT,Data Scientist,88000,CAD,CA,100,CA,M,520,L
521,521,2022,EN,FT,Computer Vision Engineer,10000,USD,PT,100,LU,M,521,L
522,522,2022,MI,FT,Data Analyst,20000,USD,GR,100,GR,S,522,L
523,523,2022,SE,FT,Data Analytics Lead,405000,USD,US,100,US,L,523,H
524,524,2022,MI,FT,Data Scientist,135000,USD,US,100,US,L,524,H
525,525,2022,SE,FT,Applied Data Scientist,177000,USD,US,100,US,L,525,H
526,526,2022,MI,FT,Data Scientist,78000,USD,US,100,US,M,526,M
527,527,2022,SE,FT,Data Analyst,135000,USD,US,100,US,M,527,H
528,528,2022,SE,FT,Data Analyst,100000,USD,US,100,US,M,528,M
529,529,2022,SE,FT,Data Analyst,90320,USD,US,100,US,M,529,M
530,530,2022,MI,FT,Data Analyst,85000,USD,CA,0,CA,M,530,M
531,531,2022,MI,FT,Data Analyst,75000,USD,CA,0,CA,M,531,L
532,532,2022,SE,FT,Machine Learning Engineer,214000,USD,US,100,US,M,532,H
533,533,2022,SE,FT,Machine Learning Engineer,192600,USD,US,100,US,M,533,H
534,534,2022,SE,FT,Data Architect,266400,USD,US,100,US,M,534,H
535,535,2022,SE,FT,Data Architect,213120,USD,US,100,US,M,535,H
536,536,2022,SE,FT,Data Analyst,112900,USD,US,100,US,M,536,M
537,537,2022,SE,FT,Data Engineer,155000,USD,US,100,US,M,537,H
538,538,2022,MI,FT,Data Scientist,141300,USD,US,0,US,M,538,H
539,539,2022,MI,FT,Data Scientist,102100,USD,US,0,US,M,539,M
540,540,2022,SE,FT,Data Analyst,115934,USD,US,100,US,M,540,M
541,541,2022,SE,FT,Data Analyst,81666,USD,US,100,US,M,541,M
542,542,2022,MI,FT,Data Engineer,206699,USD,US,0,US,M,542,H
543,543,2022,MI,FT,Data Engineer,99100,USD,US,0,US,M,543,M
544,544,2022,SE,FT,Data Engineer,130000,USD,US,100,US,M,544,M
545,545,2022,SE,FT,Data Engineer,115000,USD,US,100,US,M,545,M
546,546,2022,SE,FT,Data Engineer,110500,USD,US,100,US,M,546,M
547,547,2022,SE,FT,Data Engineer,130000,USD,US,100,US,M,547,M
548,548,2022,SE,FT,Data Analyst,99050,USD,US,100,US,M,548,M
549,549,2022,SE,FT,Data Engineer,160000,USD,US,100,US,M,549,H
550,550,2022,SE,FT,Data Scientist,205300,USD,US,0,US,L,550,H
551,551,2022,SE,FT,Data Scientist,140400,USD,US,0,US,L,551,H
552,552,2022,SE,FT,Data Scientist,176000,USD,US,100,US,M,552,H
553,553,2022,SE,FT,Data Scientist,144000,USD,US,100,US,M,553,H
554,554,2022,SE,FT,Data Engineer,200100,USD,US,100,US,M,554,H
555,555,2022,SE,FT,Data Engineer,160000,USD,US,100,US,M,555,H
556,556,2022,SE,FT,Data Engineer,145000,USD,US,100,US,M,556,H
557,557,2022,SE,FT,Data Engineer,70500,USD,US,0,US,M,557,L
558,558,2022,SE,FT,Data Scientist,205300,USD,US,0,US,M,558,H
559,559,2022,SE,FT,Data Scientist,140400,USD,US,0,US,M,559,H
560,560,2022,SE,FT,Analytics Engineer,205300,USD,US,0,US,M,560,H
561,561,2022,SE,FT,Analytics Engineer,184700,USD,US,0,US,M,561,H
562,562,2022,SE,FT,Data Engineer,175100,USD,US,100,US,M,562,H
563,563,2022,SE,FT,Data Engineer,140250,USD,US,100,US,M,563,H
564,564,2022,SE,FT,Data Analyst,116150,USD,US,100,US,M,564,M
565,565,2022,SE,FT,Data Engineer,54000,USD,US,0,US,M,565,L
566,566,2022,SE,FT,Data Analyst,170000,USD,US,100,US,M,566,H
567,567,2022,MI,FT,Data Analyst,50000,GBP,GB,0,GB,M,567,L
568,568,2022,SE,FT,Data Analyst,80000,USD,US,100,US,M,568,M
569,569,2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,569,H
570,570,2022,SE,FT,Data Scientist,210000,USD,US,100,US,M,570,H
571,571,2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,571,H
572,572,2022,SE,FT,Data Analyst,100000,USD,US,100,US,M,572,M
573,573,2022,SE,FT,Data Analyst,69000,USD,US,100,US,M,573,L
574,574,2022,SE,FT,Data Scientist,210000,USD,US,100,US,M,574,H
575,575,2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,575,H
576,576,2022,SE,FT,Data Scientist,210000,USD,US,100,US,M,576,H
577,577,2022,SE,FT,Data Analyst,150075,USD,US,100,US,M,577,H
578,578,2022,SE,FT,Data Engineer,100000,USD,US,100,US,M,578,M
579,579,2022,SE,FT,Data Engineer,25000,USD,US,100,US,M,579,L
580,580,2022,SE,FT,Data Analyst,126500,USD,US,100,US,M,580,M
581,581,2022,SE,FT,Data Analyst,106260,USD,US,100,US,M,581,M
582,582,2022,SE,FT,Data Engineer,220110,USD,US,100,US,M,582,H
583,583,2022,SE,FT,Data Engineer,160080,USD,US,100,US,M,583,H
584,584,2022,SE,FT,Data Analyst,105000,USD,US,100,US,M,584,M
585,585,2022,SE,FT,Data Analyst,110925,USD,US,100,US,M,585,M
586,586,2022,MI,FT,Data Analyst,35000,GBP,GB,0,GB,M,586,L
587,587,2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,587,H
588,588,2022,SE,FT,Data Analyst,99000,USD,US,0,US,M,588,M
589,589,2022,SE,FT,Data Analyst,60000,USD,US,100,US,M,589,L
590,590,2022,SE,FT,Data Architect,192564,USD,US,100,US,M,590,H
591,591,2022,SE,FT,Data Architect,144854,USD,US,100,US,M,591,H
592,592,2022,SE,FT,Data Scientist,230000,USD,US,100,US,M,592,H
593,593,2022,SE,FT,Data Scientist,150000,USD,US,100,US,M,593,H
594,594,2022,SE,FT,Data Analytics Manager,150260,USD,US,100,US,M,594,H
595,595,2022,SE,FT,Data Analytics Manager,109280,USD,US,100,US,M,595,M
596,596,2022,SE,FT,Data Scientist,210000,USD,US,100,US,M,596,H
597,597,2022,SE,FT,Data Analyst,170000,USD,US,100,US,M,597,H
598,598,2022,MI,FT,Data Scientist,160000,USD,US,100,US,M,598,H
599,599,2022,MI,FT,Data Scientist,130000,USD,US,100,US,M,599,M
600,600,2022,EN,FT,Data Analyst,67000,USD,CA,0,CA,M,600,L
601,601,2022,EN,FT,Data Analyst,52000,USD,CA,0,CA,M,601,L
602,602,2022,SE,FT,Data Engineer,154000,USD,US,100,US,M,602,H
603,603,2022,SE,FT,Data Engineer,126000,USD,US,100,US,M,603,M
604,604,2022,SE,FT,Data Analyst,129000,USD,US,0,US,M,604,M
605,605,2022,SE,FT,Data Analyst,150000,USD,US,100,US,M,605,H
606,606,2022,MI,FT,AI Scientist,200000,USD,IN,100,US,L,606,H
